transaction_id,amount,source_balance,source_monthly_sent,source_monthly_limit,average_transaction_amount_30d,transaction_count_24h,login_count_24h,geo_distance_km,hour_of_day,day_of_week,source_account_age_days,destination_account_age_days,amount_over_avg_ratio,amount_pct_of_balance,amount_pct_of_limit,last_login_ip_same,known_device,isFraud
txn_176,4689.47,8327.82,8930.23,11273.59,843.27,2,0,712.06,22,4,555,429,5.561053992197043,0.5631089528832276,0.7921371985321446,True,True,0
txn_177,2463.05,11921.4,2292.7,15598.15,427.34,3,9,1966.97,7,3,255,173,5.763677633734264,0.2066074454342611,0.146985379676436,True,True,0
txn_178,4948.84,18279.44,1621.59,14324.75,392.84,7,1,2247.07,9,5,902,519,12.597596986050302,0.2707325826174106,0.11320197560166843,False,True,0
txn_179,731.29,11535.09,9971.24,17218.36,673.19,10,9,2313.78,3,5,485,171,1.0863055006758864,0.06339699126751502,0.5791050947941615,True,True,0
txn_180,363.95,13840.21,2697.33,5434.03,149.82,7,0,41.2,3,6,434,17,2.4292484314510747,0.02629656630932623,0.4963774583504324,True,True,0
txn_181,1872.65,13699.03,558.57,8616.92,756.89,0,2,1440.37,13,6,-6,138,2.474137589345876,0.13669945974277012,0.06482246556774347,False,False,0
txn_182,1577.43,13728.2,6983.61,14470.67,272.49,1,4,1470.02,21,3,872,481,5.788946383353518,0.1149043574539998,0.4826044682105251,True,False,1
txn_183,4999.02,715.04,1146.32,16641.82,247.26,7,7,2276.29,4,0,271,542,20.217665615141957,6.9912452450212585,0.06888188912030054,True,False,0
txn_184,4456.65,3206.98,9978.98,19329.1,403.06,13,7,721.45,17,2,11,57,11.057038654294645,1.3896719031612295,0.5162671826417163,False,False,0
txn_185,2645.31,11615.15,563.03,7344.46,720.68,13,3,2936.39,20,5,466,406,3.670575012488206,0.2277465207078686,0.07666050329091587,False,True,1
txn_186,4240.47,14032.11,2695.1,14488.18,367.91,13,5,2638.02,8,4,732,34,11.525835122720231,0.30219760249884015,0.18602060438233098,True,True,0
txn_187,1118.47,4177.65,9021.35,6344.95,869.16,3,3,1009.94,0,3,683,535,1.2868401675180634,0.267727071439685,1.4218157747499982,False,False,0
txn_188,1073.87,1201.71,9533.85,15030.29,206.17,14,7,183.67,23,0,90,187,5.208662754037929,0.8936182606452471,0.6343091184534696,False,True,1
txn_189,4006.32,6993.5,4499.25,10691.12,247.82,9,1,2798.0,12,1,1021,154,16.16624969736099,0.5728633731321942,0.420839912001736,True,True,0
txn_190,4566.79,19377.07,872.57,18013.53,948.0,9,6,2946.01,6,1,476,601,4.817289029535865,0.23568011056367139,0.04843970060282466,False,True,0
txn_191,1809.87,15797.12,5499.06,19365.36,970.22,4,5,1300.45,23,1,683,93,1.8654222753602274,0.11456961775310942,0.283963737312397,True,True,0
txn_192,3200.62,9134.33,5807.83,7859.17,800.97,13,0,2069.04,19,4,871,277,3.995929934953868,0.35039461022319096,0.738987704808523,False,False,1
txn_193,1484.45,15795.58,758.83,8143.55,816.9,5,0,2071.46,4,4,986,45,1.8171746847839394,0.09397882192360142,0.09318172050272916,False,True,1
txn_194,1692.66,12974.92,8675.15,17999.98,231.3,1,0,1540.3,5,5,572,107,7.318028534370947,0.13045629568428938,0.4819533132814592,False,True,0
txn_195,2239.41,12125.86,3523.74,7202.04,431.92,15,9,2054.8,18,5,415,308,5.184779588812742,0.18468050925872473,0.48926970691637367,False,False,0
txn_196,868.62,2373.75,2544.95,14717.31,665.0,15,6,444.68,12,3,344,141,1.3061954887218046,0.36592733017377566,0.17292222559693313,True,True,0
txn_197,808.99,3074.01,5156.13,17929.14,564.11,14,0,15.02,6,1,233,666,1.4340997323217104,0.2631709070562555,0.2875837881794665,True,True,0
txn_198,628.71,14460.42,5083.51,17314.53,172.9,1,0,1140.61,13,6,992,293,3.6362637362637362,0.043477990265842904,0.2935979203593745,True,True,0
txn_199,4665.94,10620.12,8191.23,7213.95,457.18,10,1,25.58,19,4,9,432,10.205914519445294,0.4393490845677826,1.1354708585449025,False,True,0
txn_200,784.18,18539.89,9524.94,14534.43,552.62,6,5,2410.48,15,2,102,75,1.419022112844269,0.04229690683170181,0.6553363289788454,True,False,0
txn_201,4896.03,13524.2,1335.36,19207.84,571.7,14,2,586.26,9,3,771,152,8.563984607311525,0.36201993463569004,0.06952161200842989,True,False,0
txn_202,2740.07,19854.32,3533.89,12162.32,783.7,13,10,1133.61,18,4,984,458,3.4963251244098505,0.13800875577708027,0.29056051805905453,False,True,1
txn_203,2450.09,8184.21,8985.7,6261.43,774.9,11,6,2783.0,4,3,373,197,3.1618144276680864,0.29936792921980254,1.435087511958131,True,True,0
txn_204,4361.26,10492.78,5635.76,6222.07,541.24,8,6,1402.54,20,0,98,224,8.057904072130663,0.4156438999006936,0.9057693018561348,False,True,0
txn_205,4405.65,1047.02,602.57,19590.61,565.82,11,3,1941.52,11,5,578,157,7.7863101339648635,4.207799277950755,0.030758102989136123,False,False,0
txn_206,2061.17,1356.01,2682.56,14438.63,324.65,12,1,2335.32,6,2,212,392,6.348898814107501,1.520025663527555,0.185790480121729,True,False,0
txn_207,1659.05,13964.56,5092.08,19216.73,505.43,7,3,714.62,17,4,482,234,3.2824525651425516,0.11880431606867671,0.2649816071725002,False,True,0
txn_208,3373.3,10489.75,5634.84,12661.97,730.51,7,2,1531.02,6,1,170,603,4.617732816799223,0.32158059057651517,0.4450207985013391,False,False,0
txn_209,3176.09,11991.8,1251.37,6989.76,527.56,14,2,2375.63,19,2,769,337,6.020338918795967,0.2648551510198636,0.17902903676234946,True,True,0
txn_210,4001.15,11629.87,1289.35,7671.85,504.07,14,7,1430.64,13,6,835,255,7.937687225980519,0.3440408190289315,0.1680624621180028,True,True,0
txn_211,3268.48,5639.53,3732.38,18091.16,526.5,0,6,57.96,20,4,236,449,6.207939221272555,0.5795660276654261,0.206309600932168,True,True,0
txn_212,3652.48,11590.69,9424.9,10356.39,796.3,2,4,571.36,2,1,785,339,4.586814014818536,0.31512187799000746,0.9100564965205057,False,False,0
txn_213,1846.64,10412.61,1872.52,18475.63,398.86,5,6,515.8,14,0,932,285,4.629794915509201,0.1773465058232278,0.10135080644070053,True,False,0
txn_214,1382.09,3101.32,1232.34,17978.2,376.61,9,8,397.29,7,3,227,344,3.6698175831762296,0.44564572504610933,0.06854635058014706,True,True,0
txn_215,2730.75,13712.07,194.32,17373.52,176.96,5,6,358.63,7,5,426,371,15.4314534358047,0.19914936256889004,0.011184837614945042,True,False,0
txn_216,3142.74,17549.84,5241.47,8190.96,62.32,10,8,2441.27,23,2,843,384,50.429075738125796,0.17907513686734464,0.639909119321789,True,False,0
txn_217,145.91,651.68,885.55,19581.9,530.83,12,9,1105.46,16,0,109,482,0.2748714277640676,0.2238982322612325,0.04522288439834745,False,True,0
txn_218,2860.16,9615.78,5114.35,9886.15,321.93,3,10,2976.76,15,4,483,629,8.88441586680334,0.29744440908589836,0.5173247421898313,True,True,0
txn_219,2820.45,3168.18,682.72,7935.63,899.07,11,10,877.87,20,5,702,21,3.1370749774767255,0.8902429786186391,0.08603223688604433,True,True,0
txn_220,2885.49,4200.73,4357.22,15076.07,983.65,3,9,1312.56,5,6,807,633,2.933451939206018,0.6869020384552209,0.2890156386909851,True,False,0
txn_221,4756.46,13485.99,5529.51,8206.45,107.57,0,5,80.98,12,6,678,416,44.21734684391559,0.3526963908470939,0.6738004862029258,True,True,0
txn_222,4372.94,1245.6,305.35,6230.67,339.66,3,7,1991.55,14,0,328,333,12.874462697992108,3.5107096981374437,0.04900757061439621,False,False,0
txn_223,2663.49,9923.48,3354.83,13099.27,349.38,10,2,2691.84,8,5,-26,609,7.623475871543877,0.26840281836613766,0.2561081648061304,True,False,0
txn_224,3464.35,15089.24,9498.8,6874.05,504.42,12,5,2284.58,13,0,127,694,6.867986994964514,0.2295907547364877,1.3818345807784347,True,True,0
txn_225,3183.9,18360.24,1006.5,5140.0,84.25,1,4,2811.19,16,2,921,541,37.791097922848664,0.17341276584619808,0.1958171206225681,False,False,0
txn_226,4350.5,9285.68,6223.62,18489.42,347.93,13,1,2618.35,5,6,228,631,12.503951944356624,0.46851711452473055,0.33660439321514685,False,False,0
txn_227,3154.86,15717.79,354.29,6871.26,286.16,7,4,2377.86,3,1,520,457,11.024811294380765,0.20071905783192165,0.05156114016934303,True,True,0
txn_228,1497.51,7661.34,4887.54,11030.98,591.56,3,1,1932.67,19,0,465,541,2.531459192643181,0.19546319573338344,0.44307396079042843,False,False,0
txn_229,4130.41,5641.24,4973.23,6848.89,299.91,14,9,2668.64,21,0,422,393,13.77216498282818,0.7321812225680878,0.726136644040129,True,False,0
txn_230,3569.99,4753.74,6439.7,19575.91,321.68,6,1,1870.6,9,0,442,451,11.0979544889331,0.7509855398065522,0.32896044168572497,False,False,0
txn_231,784.0,12524.78,3355.04,16935.71,112.38,1,4,39.04,8,2,648,112,6.976330307883965,0.06259590986827712,0.1981044786430566,True,True,0
txn_232,285.16,16657.86,125.57,6951.34,88.51,4,6,632.02,10,4,940,479,3.2217828493955487,0.01711864549227812,0.01806414302853838,True,False,0
txn_233,391.21,3894.13,8994.74,11827.99,687.74,8,5,1314.77,9,6,706,708,0.5688341524413295,0.10046146379293962,0.7604622594371486,True,False,0
txn_234,2585.58,3910.13,9638.31,16845.87,59.79,8,10,2526.45,5,0,-2,693,43.244355243351734,0.6612516719392961,0.572146763568756,True,True,0
txn_235,4544.01,6113.42,2970.33,10607.57,154.92,13,9,582.01,10,0,979,247,29.33133230054222,0.7432844463491793,0.2800198348914973,True,False,0
txn_236,2450.1,8836.5,8628.97,9728.95,565.97,9,6,2287.34,0,0,820,87,4.329028040355496,0.2772704124936343,0.8869374392920097,False,True,0
txn_237,250.83,3866.22,1725.78,14420.31,83.71,5,9,2795.55,7,0,749,328,2.996416198781508,0.06487732203547651,0.11967703884313168,True,False,0
txn_238,1065.04,8677.75,2565.82,19310.07,258.1,7,0,333.92,11,0,588,693,4.1264626113909335,0.12273227507130303,0.13287471252046212,True,True,0
txn_239,2426.63,16329.37,3429.54,5007.03,246.5,12,4,1647.45,13,1,920,557,9.844340770791076,0.1486052431906436,0.6849449673758695,True,True,0
txn_240,2641.97,17079.8,7837.32,6921.31,105.55,9,10,817.0,19,4,559,356,25.030506868782567,0.15468389559596715,1.1323463332808383,False,False,1
txn_241,4148.95,5149.39,5059.73,11185.17,891.69,12,7,1235.19,16,4,129,341,4.652906279088024,0.8057167936396349,0.4523605810193318,True,False,1
txn_242,1688.27,4299.17,5808.14,16789.45,455.21,14,1,2922.18,13,4,393,105,3.7087717756639793,0.39269672983389814,0.3459398610436911,False,True,0
txn_243,2952.8,16958.97,7170.2,9854.56,287.14,6,10,1172.39,7,3,854,597,10.283485407815004,0.17411434774635487,0.7276022470815542,False,True,0
txn_244,1716.07,10550.95,6095.02,13309.2,92.48,0,5,2020.11,2,5,177,168,18.556120242214533,0.16264601765717776,0.4579553992726836,False,False,0
txn_245,3293.43,922.24,895.03,15081.35,265.95,4,2,2806.83,7,6,982,55,12.383643542019177,3.571120315752949,0.0593468091384392,True,True,0
txn_246,4621.46,7545.71,1901.7,6987.17,354.64,5,4,1015.48,19,1,127,105,13.031412136250847,0.6124619154459952,0.27217027780918457,False,True,1
txn_247,3637.62,8541.38,7703.98,16301.33,210.47,9,9,2694.16,19,4,26,254,17.283318287641944,0.425882000332499,0.47259824811840506,False,False,1
txn_248,4266.04,11636.39,4059.16,17714.06,762.38,11,0,2345.48,0,4,637,87,5.595687190115165,0.36661198189472854,0.22914904883465448,False,False,0
txn_249,3706.67,3264.59,8389.5,10751.45,424.63,12,1,1181.93,18,2,240,446,8.729175988507642,1.135416698574706,0.7803133530826074,False,True,0
txn_250,2070.68,7541.48,918.35,12289.11,754.78,0,7,649.76,4,4,229,471,2.7434219242693234,0.2745720999061192,0.0747287639218788,False,False,0
txn_251,328.89,10389.01,533.31,6056.95,59.78,15,5,2660.59,22,3,209,168,5.501672800267648,0.031657491907313595,0.08804926571954531,True,False,0
txn_252,3293.4,19512.8,4189.17,8655.89,319.42,0,8,1736.22,17,1,343,596,10.310562895247637,0.16878151777294906,0.48396756428281784,True,False,1
txn_253,2849.27,816.54,2214.77,19283.15,627.04,6,1,2327.58,9,4,311,287,4.544000382750702,3.4894432605873567,0.11485519741328569,False,True,1
txn_254,2673.93,16791.74,5330.99,14393.67,632.11,10,7,2843.93,11,1,482,506,4.230165635727959,0.15924079339008343,0.3703704475647976,True,True,0
txn_255,3115.29,5508.86,1307.4,10700.93,401.52,3,6,130.56,6,4,827,130,7.758741781231321,0.5655053858693088,0.12217629682653751,True,True,0
txn_256,3807.49,7067.07,9218.23,7192.63,417.61,13,4,2058.85,7,2,718,484,9.117334355020233,0.5387650044502177,1.2816216043366613,True,False,0
txn_257,194.86,11623.05,3793.31,8035.11,992.95,12,10,2992.99,11,5,509,162,0.19624351679339344,0.016764962724930204,0.47209185686319166,False,False,0
txn_258,2960.06,5575.36,6639.6,12696.23,552.76,11,9,1788.54,11,4,449,62,5.355054634922932,0.5309181828617345,0.5229583900102629,True,False,0
txn_259,4736.05,7755.08,4989.54,11842.21,631.21,9,4,456.92,20,5,641,144,7.503128911138924,0.6107029198925092,0.4213352068575038,False,False,0
txn_260,3511.54,17470.19,2354.26,17548.58,262.78,15,10,1929.24,3,5,903,41,13.363041327346071,0.20100182081591558,0.13415672379189655,False,True,0
txn_261,3251.92,7250.06,9700.02,11756.92,646.66,9,10,1590.91,6,5,850,158,5.028794111279498,0.44853697762501277,0.8250477165788319,False,True,0
txn_262,3024.01,2387.9,8748.78,12930.38,748.65,11,0,2589.29,6,1,583,92,4.039284044613638,1.2663888772561664,0.6766065653136258,False,False,0
txn_263,3123.31,16508.11,1421.71,8182.22,906.22,7,4,303.35,17,2,-2,246,3.44652512634901,0.18919852121169534,0.17375602220424285,False,False,0
txn_264,3872.35,17675.85,5517.0,16437.88,260.42,0,5,1102.13,14,4,706,640,14.869633668689039,0.21907574458936913,0.33562722200186396,True,True,0
txn_265,310.39,2926.26,482.02,6296.28,887.09,0,10,2343.11,12,2,79,659,0.3498968537577923,0.10607054738813365,0.07655631579281735,False,False,1
txn_266,4567.73,6145.58,5408.65,15115.33,431.59,13,9,1665.62,12,1,1033,647,10.583493593456753,0.7432545016092866,0.35782546593425346,True,False,0
txn_267,1505.23,17620.32,2148.7,19294.6,364.75,0,9,998.08,22,0,734,305,4.126744345442083,0.08542580384465209,0.11136276471137002,True,False,0
txn_268,2702.79,17505.03,5383.84,5489.24,502.79,5,3,1886.96,21,0,957,-12,5.375584239941128,0.1544007636662148,0.9807987991051585,False,False,0
txn_269,2723.86,1080.08,1291.66,9564.86,985.57,13,2,2346.26,14,0,503,318,2.7637407794474265,2.521905784756685,0.13504222748686337,True,True,0
txn_270,2054.82,6409.37,3154.36,7494.35,870.2,11,10,2252.47,13,6,390,-21,2.3613192369570215,0.32059625204973347,0.4208984101356355,False,True,0
txn_271,3929.61,10896.57,1998.02,11434.29,259.89,1,1,1095.16,16,6,29,613,15.12028165762438,0.3606281609717554,0.17473931481534927,False,True,0
txn_272,4374.98,17084.47,9088.84,17784.94,205.63,10,0,2851.12,1,2,395,462,21.275981131157902,0.25607935159826434,0.5110413642103938,False,False,0
txn_273,2986.38,14902.2,2014.44,17695.07,694.58,2,8,293.31,13,5,673,61,4.299547928244406,0.20039859886459718,0.1138418779920057,True,True,1
txn_274,617.62,11027.51,7516.62,16084.94,391.3,2,4,2654.93,8,1,951,622,1.5783797597751086,0.056007203802127585,0.46730792903175267,False,True,0
txn_275,4235.96,12608.34,2305.04,19244.03,427.81,5,4,8.14,18,5,571,213,9.901498328697318,0.335964924803741,0.11977948485842103,True,False,0
txn_276,1669.47,8726.11,8362.92,5973.08,467.69,15,1,672.93,6,0,862,618,3.569608073724048,0.19131892676117995,1.4001017900312738,False,True,0
txn_277,1869.46,9625.22,4542.24,5241.78,810.8,7,7,864.4,23,0,118,300,2.3056980759743464,0.19422517095713138,0.8665453338369791,True,True,0
txn_278,4370.22,3011.4,5639.79,19385.61,831.69,11,6,2569.5,7,0,348,240,5.254626122713992,1.451225343693963,0.29092662031269584,True,True,0
txn_279,1590.35,4574.51,2465.53,5715.76,541.43,6,10,1817.29,17,1,1031,430,2.937314149566888,0.3476547214892961,0.4313564600333114,False,True,0
txn_280,4611.29,9435.46,6106.37,6570.76,941.67,8,9,1807.63,16,0,335,402,4.896927798485669,0.4887191509475956,0.9293247660848973,True,True,0
txn_281,189.85,10730.82,224.47,8034.91,92.88,0,5,2674.22,8,5,756,574,2.0440353143841516,0.017692030991107856,0.027936840611780343,True,True,0
txn_282,2311.55,3834.13,4228.91,19581.03,557.26,6,0,521.32,6,1,636,396,4.148063740444317,0.6028877476767872,0.21596974214328868,True,True,0
txn_283,4962.04,12573.22,4859.54,8964.56,479.65,5,9,1244.9,15,0,956,588,10.345126654852496,0.3946514894354827,0.5420834932221994,True,False,0
txn_284,84.93,5162.27,1709.01,15086.45,917.66,9,10,2239.37,17,0,479,208,0.09255061787590176,0.01645206469247056,0.11328112312704446,False,True,0
txn_285,2159.65,15648.27,755.01,14025.32,536.3,10,7,2929.08,10,3,43,681,4.0269438746969985,0.13801206139720237,0.053831926829476975,False,True,0
txn_286,1460.38,19261.49,5014.35,5558.39,422.78,14,5,1055.7,23,0,115,382,3.454231515208856,0.07581864123699672,0.902122736979593,True,False,0
txn_287,2736.76,3808.84,1451.08,6643.54,223.81,2,6,2715.62,17,0,384,491,12.228050578615791,0.7185284758614171,0.21841969793212654,False,False,0
txn_288,4547.87,5065.66,1977.43,19463.19,890.59,0,1,1293.17,18,3,641,350,5.106581030552779,0.8977842966168278,0.10159845328540698,False,True,0
txn_289,2872.1,14330.68,9053.7,13625.5,364.15,13,9,2682.26,1,1,104,635,7.887134422628038,0.20041617006310936,0.6644673589960002,False,True,0
txn_290,3254.7,8896.04,5739.88,14896.1,187.77,14,1,1138.36,13,5,923,647,17.333439846620863,0.3658594160997477,0.3853277032243339,True,False,0
txn_291,4258.62,9980.41,3021.35,16612.84,576.52,13,2,408.83,4,1,810,48,7.386768889197253,0.42669790118842815,0.1818683620621158,True,False,0
txn_292,631.33,6603.72,7990.65,12797.26,885.53,5,4,2945.49,5,0,293,326,0.7129402730568135,0.09560217574336889,0.624403192558407,True,True,0
txn_293,88.33,10431.03,4736.15,18161.55,417.2,0,0,1092.25,11,0,702,627,0.2117209971236817,0.008468003639142059,0.2607789533382338,False,False,0
txn_294,534.16,3981.86,5979.62,11535.45,805.81,13,6,1170.39,15,2,124,251,0.6628857919360643,0.13414836282541323,0.5183690276495498,False,False,0
txn_295,193.49,15133.44,2762.86,8364.54,392.67,2,1,956.04,22,1,153,571,0.4927547304352255,0.012785592700668189,0.33030626908353594,True,False,0
txn_296,3315.03,7949.63,6413.43,11222.63,140.47,12,3,1103.89,20,5,1088,629,23.59955862461736,0.417004313408297,0.5714729969712983,False,True,0
txn_297,3329.09,15742.33,9240.22,9455.7,654.44,0,0,2840.17,10,5,993,525,5.086929283051158,0.2114737780239647,0.9772116289645397,True,True,0
txn_298,2381.43,3386.25,3170.31,6488.55,861.65,7,6,341.2,23,3,481,347,2.763802007775779,0.7032646733111849,0.4886006889058418,True,False,0
txn_299,2913.47,14187.0,6595.32,12760.39,66.74,9,7,880.47,23,0,161,617,43.65403056637699,0.20536195108197644,0.5168588107416779,False,True,0
txn_300,2485.05,11742.86,3491.71,19948.67,96.45,8,0,1412.96,3,0,105,722,25.765163297045103,0.2116222112841335,0.17503472662588535,False,True,0
txn_301,1259.45,1010.95,8220.48,11806.14,365.38,0,4,484.85,8,5,938,25,3.44695933001259,1.245808398041446,0.6962885413860923,False,True,0
txn_302,2933.98,13148.67,2588.75,7610.04,661.6,2,7,2882.44,4,0,315,174,4.434673518742443,0.22313891823279464,0.34017561011505854,False,True,0
txn_303,3535.46,5357.17,8248.92,9357.24,565.35,14,2,2296.36,11,2,535,164,6.253577429910675,0.6599491895907728,0.88155481744617,True,True,0
txn_304,1928.13,1073.12,3985.61,18593.35,364.6,8,8,828.4,8,5,357,143,5.288343390016457,1.7967515282540631,0.2143567458257926,True,True,1
txn_305,4591.6,18206.71,4680.09,6704.85,449.85,13,4,2748.36,9,2,939,168,10.206957874847172,0.25219273553541527,0.6980156155618694,False,True,0
txn_306,3757.72,4281.62,3868.98,15626.87,912.16,15,1,1450.5,10,1,439,393,4.119584283459043,0.8776397718620522,0.2475850890165465,True,False,1
txn_307,1308.33,2512.84,5798.52,13263.58,64.23,6,9,363.16,6,6,824,548,20.369453526389535,0.5206579010203594,0.4371760866975583,False,False,0
txn_308,3671.46,10165.41,7145.03,12444.41,771.8,5,8,2741.24,6,4,147,677,4.75700958797616,0.36117185632453586,0.5741557856097638,True,True,0
txn_309,1853.89,2831.15,8813.17,12137.47,405.09,2,10,2906.05,18,5,14,15,4.576489175245007,0.6548187132437349,0.7261126083112873,True,True,0
txn_310,3865.99,14634.87,8973.71,12697.51,991.81,14,10,470.37,22,0,39,76,3.8979139149635516,0.2641629204769157,0.7067299021619199,False,False,0
txn_311,380.74,13910.88,1649.8,12193.65,390.34,7,9,1530.98,12,3,383,446,0.9754060562586464,0.02736994352621833,0.13529993070163568,True,True,0
txn_312,579.31,19165.56,2773.43,11445.25,270.89,14,5,2332.58,13,1,414,306,2.1385433201668573,0.03022661482367329,0.24232148707979292,False,True,0
txn_313,3596.2,2408.52,6348.8,6344.72,257.59,7,8,127.03,1,1,131,506,13.960945688885438,1.4931161044957069,1.0006430543822264,False,False,0
txn_314,3402.05,5149.73,2816.11,7516.97,525.63,1,6,192.72,12,4,382,493,6.472328443962484,0.660626867816371,0.37463366223358613,False,True,0
txn_315,4475.37,18485.59,3162.22,19258.18,495.23,14,2,1093.05,18,4,797,426,9.036952527108616,0.2421004685271068,0.16420139390118899,True,True,0
txn_316,4022.94,5477.94,7111.83,11297.17,825.68,8,7,1188.44,9,4,531,662,4.872274973355295,0.7343892047010373,0.6295231460622439,False,False,0
txn_317,3544.68,10698.29,5705.74,10942.78,471.61,9,7,2270.78,9,3,578,171,7.5161256122643705,0.3313314557747079,0.5214159473186886,True,False,0
txn_318,4723.62,7823.41,6408.29,18894.14,669.38,1,6,262.99,19,3,934,555,7.056709193582121,0.603780193036029,0.3391681230265045,True,False,0
txn_319,3350.57,8877.14,6780.42,18105.12,553.6,6,1,1525.55,14,4,62,316,6.052330202312139,0.3774380036813659,0.37450290304621014,False,True,0
txn_320,483.04,4365.18,9435.92,7389.01,490.83,6,8,852.9,13,1,764,674,0.9841289244748692,0.11065752156841184,1.2770208728909556,False,False,0
txn_321,172.99,4682.62,4734.25,10515.58,113.22,8,6,2003.52,0,2,1048,135,1.5279102632043808,0.0369429934523835,0.4502129221593103,True,True,0
txn_322,4685.04,17093.22,8707.17,5842.27,71.29,15,5,696.78,19,0,23,339,65.71805302286435,0.2740876207057535,1.4903744606120566,True,True,0
txn_323,462.32,4711.53,2370.41,12509.46,300.53,6,6,1365.96,11,6,482,132,1.538348916913453,0.09812523744940603,0.18948939442629817,True,True,0
txn_324,1217.72,18765.16,1749.56,8351.54,185.03,0,0,2357.52,21,1,332,661,6.581203048154354,0.06489259883741999,0.20948950732439764,True,False,0
txn_325,834.57,17623.64,5726.08,7128.22,561.59,3,7,1594.22,17,3,873,424,1.4860841539201197,0.04735514343234429,0.803297316861713,False,True,0
txn_326,2466.0,13108.37,1592.53,11934.42,137.36,3,7,112.98,5,0,800,492,17.952824694234128,0.18812407644886434,0.13344008338905453,False,True,0
txn_327,1343.57,7521.31,4463.53,17549.07,852.97,1,5,983.63,6,0,497,363,1.5751667702263854,0.17863510478892639,0.25434567187890866,False,True,0
txn_328,906.56,2239.52,6492.86,10675.52,171.89,2,7,37.91,2,6,427,489,5.2740706265635,0.40480102879188395,0.6082008183207936,False,False,0
txn_329,1572.59,1972.58,6942.64,6036.67,521.56,11,3,1722.38,19,1,354,348,3.015166040340517,0.7972249541209989,1.1500777746671593,False,True,0
txn_330,4677.19,4386.22,947.95,19242.15,351.9,13,6,946.93,9,4,812,705,13.291247513498153,1.066337301822526,0.049264245419560704,False,True,0
txn_331,3718.76,14413.25,5936.51,12656.69,650.33,4,1,1439.04,5,1,659,11,5.718266111051312,0.2580098173555583,0.4690412738243569,False,True,0
txn_332,515.87,3905.57,120.1,15347.61,616.37,0,10,1565.22,12,1,29,240,0.836948586076545,0.13208571348100276,0.00782532263981167,True,False,0
txn_333,4898.9,18545.76,7269.46,14735.42,492.6,3,10,1006.51,17,6,301,388,9.944985789687372,0.2641520218098369,0.4933323922901417,True,True,0
txn_334,1405.39,11315.44,4584.81,5256.52,302.65,11,6,549.75,21,4,571,539,4.6436147364943015,0.12420109160580588,0.8722139362163561,True,True,0
txn_335,4393.88,7469.57,4639.44,5508.24,620.62,11,0,1958.57,12,6,486,510,7.079823402404048,0.5882373416408174,0.8422726678576097,False,True,0
txn_336,3477.06,6296.94,8143.52,17540.22,612.74,7,3,147.05,19,6,716,552,5.674609132747984,0.5521824886373382,0.46427695889789294,False,False,0
txn_337,4590.25,13868.36,9749.89,14876.03,962.8,14,2,2533.42,20,2,290,406,4.7676049023680935,0.3309872255984125,0.655409406945267,True,True,0
txn_338,730.52,17379.94,7093.97,15421.09,354.06,2,10,2853.61,14,3,134,83,2.063266113088177,0.04203236604959511,0.4600174177052336,True,False,0
txn_339,487.63,6321.01,8592.71,17749.37,305.61,12,4,2529.14,2,6,-18,-20,1.5955956938581852,0.07714431712653516,0.4841135206489019,True,False,0
txn_340,4961.79,651.91,2943.34,7153.14,78.63,5,2,2229.28,6,1,104,683,63.103014116749335,7.611157981930021,0.41147524024414456,False,False,0
txn_341,803.92,1261.12,6533.47,8328.84,206.41,7,10,1736.17,13,4,154,354,3.894772540090112,0.6374651103780766,0.7844393697081466,True,True,0
txn_342,886.8,11675.75,6058.99,5291.55,921.51,8,9,2081.96,12,4,205,89,0.9623335612201712,0.07595229428516369,1.1450312290349707,False,True,0
txn_343,1618.22,15203.44,8346.08,14955.96,811.45,4,4,119.34,22,1,826,32,1.9942325466757038,0.10643775356103619,0.5580437497826953,True,False,0
txn_344,1722.04,4454.1,2177.53,7456.92,940.26,4,10,944.89,21,6,370,448,1.8314508752898135,0.3866190700702723,0.2920146655723811,False,False,0
txn_345,2899.33,18807.27,6094.71,19616.31,763.01,1,1,1465.09,7,4,924,427,3.7998584553282395,0.15416006682522237,0.31069604833936654,False,True,0
txn_346,1783.12,13920.41,9004.52,18825.21,548.31,10,6,570.93,14,3,914,377,3.252028961718736,0.12809392826791738,0.4783224197764594,False,True,0
txn_347,2779.06,9380.44,3317.94,13106.75,995.59,12,4,1115.36,12,5,47,103,2.791369941441758,0.2962611561930997,0.2531474240372327,False,False,0
txn_348,4004.51,18363.67,8065.96,15750.95,160.74,14,9,2970.3,4,1,475,90,24.912965036705238,0.21806697680801282,0.5120935562616857,True,False,0
txn_349,3687.56,4728.48,1110.84,18618.11,202.28,9,3,1745.71,1,6,1085,465,18.229978247973108,0.7798616045748317,0.05966448796360103,False,False,0
txn_350,2397.25,17330.15,4063.14,16052.95,184.01,5,4,1563.97,14,6,144,148,13.027824574751373,0.13832828913771664,0.25310861866510515,True,False,0
txn_351,494.78,19916.88,5821.26,8988.62,114.71,11,5,2410.14,16,2,857,5,4.31331182983175,0.02484224436759171,0.64762555319949,False,True,0
txn_352,59.85,12509.92,3587.91,11627.19,966.66,12,3,840.39,6,0,187,678,0.06191422009806965,0.004784203256295804,0.3085792869988363,True,True,0
txn_353,2084.52,14738.63,8196.55,12740.68,105.07,4,8,2763.36,3,6,-8,588,19.839345198439137,0.1414324126462229,0.6433369333504961,True,True,1
